Hugo_Symbol	TCGA-2A-A8VL-01	TCGA-2A-A8VO-01	TCGA-2A-A8VT-01	TCGA-2A-A8VV-01	TCGA-2A-A8W1-01	TCGA-2A-A8W3-01	TCGA-CH-5737-01	TCGA-CH-5738-01	TCGA-CH-5739-01	TCGA-CH-5740-01	TCGA-CH-5741-01	TCGA-CH-5743-01	TCGA-CH-5744-01	TCGA-CH-5746-01	TCGA-CH-5748-01	TCGA-CH-5750-01	TCGA-CH-5751-01	TCGA-CH-5752-01	TCGA-CH-5753-01	TCGA-CH-5754-01	TCGA-CH-5761-01	TCGA-CH-5762-01	TCGA-CH-5763-01	TCGA-CH-5764-01	TCGA-CH-5765-01	TCGA-CH-5766-01	TCGA-CH-5767-01	TCGA-CH-5768-01	TCGA-CH-5769-01	TCGA-CH-5771-01	TCGA-CH-5772-01	TCGA-CH-5788-01	TCGA-CH-5789-01	TCGA-CH-5790-01	TCGA-CH-5791-01	TCGA-CH-5792-01	TCGA-CH-5794-01	TCGA-EJ-5494-01	TCGA-EJ-5495-01	TCGA-EJ-5496-01	TCGA-EJ-5497-01	TCGA-EJ-5498-01	TCGA-EJ-5499-01	TCGA-EJ-5501-01	TCGA-EJ-5502-01	TCGA-EJ-5503-01	TCGA-EJ-5504-01	TCGA-EJ-5505-01	TCGA-EJ-5506-01	TCGA-EJ-5507-01	TCGA-EJ-5508-01	TCGA-EJ-5509-01	TCGA-EJ-5510-01	TCGA-EJ-5511-01	TCGA-EJ-5512-01	TCGA-EJ-5514-01	TCGA-EJ-5515-01	TCGA-EJ-5516-01	TCGA-EJ-5517-01	TCGA-EJ-5518-01	TCGA-EJ-5519-01	TCGA-EJ-5521-01	TCGA-EJ-5522-01	TCGA-EJ-5524-01	TCGA-EJ-5525-01	TCGA-EJ-5526-01	TCGA-EJ-5527-01	TCGA-EJ-5530-01	TCGA-EJ-5531-01	TCGA-EJ-5532-01	TCGA-EJ-5542-01	TCGA-EJ-7115-01	TCGA-EJ-7123-01	TCGA-EJ-7125-01	TCGA-EJ-7218-01	TCGA-EJ-7314-01	TCGA-EJ-7315-01	TCGA-EJ-7317-01	TCGA-EJ-7318-01	TCGA-EJ-7321-01	TCGA-EJ-7327-01	TCGA-EJ-7328-01	TCGA-EJ-7330-01	TCGA-EJ-7331-01	TCGA-EJ-7781-01	TCGA-EJ-7782-01	TCGA-EJ-7783-01	TCGA-EJ-7784-01	TCGA-EJ-7785-01	TCGA-EJ-7786-01	TCGA-EJ-7788-01	TCGA-EJ-7789-01	TCGA-EJ-7791-01	TCGA-EJ-7792-01	TCGA-EJ-7793-01	TCGA-EJ-7794-01	TCGA-EJ-7797-01	TCGA-EJ-8468-01	TCGA-EJ-8469-01	TCGA-EJ-8470-01	TCGA-EJ-8472-01	TCGA-EJ-8474-01	TCGA-EJ-A46D-01	TCGA-EJ-A46G-01	TCGA-EJ-A46I-01	TCGA-EJ-A65E-01	TCGA-EJ-A65F-01	TCGA-EJ-A65G-01	TCGA-EJ-A65J-01	TCGA-EJ-A6RA-01	TCGA-EJ-A6RC-01	TCGA-EJ-A7NF-01	TCGA-EJ-A7NG-01	TCGA-EJ-A7NH-01	TCGA-EJ-A7NJ-01	TCGA-EJ-A7NK-01	TCGA-EJ-A7NM-01	TCGA-EJ-A8FN-01	TCGA-EJ-A8FS-01	TCGA-EJ-A8FU-01	TCGA-FC-7708-01	TCGA-FC-7961-01	TCGA-FC-A4JI-01	TCGA-FC-A5OB-01	TCGA-FC-A8O0-01	TCGA-G9-6329-01	TCGA-G9-6333-01	TCGA-G9-6336-01	TCGA-G9-6342-01	TCGA-G9-6348-01	TCGA-G9-6351-01	TCGA-G9-6353-01	TCGA-G9-6356-01	TCGA-G9-6361-01	TCGA-G9-6363-01	TCGA-G9-6364-01	TCGA-G9-6365-01	TCGA-G9-6366-01	TCGA-G9-6367-01	TCGA-G9-6370-01	TCGA-G9-6371-01	TCGA-G9-6377-01	TCGA-G9-6378-01	TCGA-G9-6384-01	TCGA-G9-6385-01	TCGA-G9-6494-01	TCGA-G9-6499-01	TCGA-G9-7510-01	TCGA-G9-7519-01	TCGA-G9-7521-01	TCGA-G9-7522-01	TCGA-G9-7523-01	TCGA-H9-7775-01	TCGA-HC-7075-01	TCGA-HC-7077-01	TCGA-HC-7078-01	TCGA-HC-7079-01	TCGA-HC-7080-01	TCGA-HC-7081-01	TCGA-HC-7209-01	TCGA-HC-7210-01	TCGA-HC-7211-01	TCGA-HC-7212-01	TCGA-HC-7213-01	TCGA-HC-7230-01	TCGA-HC-7231-01	TCGA-HC-7232-01	TCGA-HC-7233-01	TCGA-HC-7736-01	TCGA-HC-7737-01	TCGA-HC-7740-01	TCGA-HC-7742-01	TCGA-HC-7744-01	TCGA-HC-7747-01	TCGA-HC-7748-01	TCGA-HC-7749-01	TCGA-HC-7750-01	TCGA-HC-7818-01	TCGA-HC-7820-01	TCGA-HC-7821-01	TCGA-HC-8213-01	TCGA-HC-8216-01	TCGA-HC-8256-01	TCGA-HC-8257-01	TCGA-HC-8258-01	TCGA-HC-8260-01	TCGA-HC-8261-01	TCGA-HC-8262-01	TCGA-HC-8264-01	TCGA-HC-8265-01	TCGA-HC-8266-01	TCGA-HC-A48F-01	TCGA-HC-A4ZV-01	TCGA-HC-A631-01	TCGA-HC-A632-01	TCGA-HC-A76W-01	TCGA-HC-A76X-01	TCGA-HC-A8CY-01	TCGA-HC-A8D0-01	TCGA-HC-A8D1-01	TCGA-HI-7168-01	TCGA-HI-7170-01	TCGA-HI-7171-01	TCGA-J4-8198-01	TCGA-J4-8200-01	TCGA-J4-A67T-01	TCGA-J4-A6G1-01	TCGA-J4-A6G3-01	TCGA-J4-A6M7-01	TCGA-J4-A83I-01	TCGA-J4-A83K-01	TCGA-J4-A83M-01	TCGA-J4-A83N-01	TCGA-J9-A52B-01	TCGA-J9-A8CK-01	TCGA-J9-A8CL-01	TCGA-J9-A8CM-01	TCGA-J9-A8CN-01	TCGA-J9-A8CP-01	TCGA-KC-A4BL-01	TCGA-KC-A4BN-01	TCGA-KC-A4BR-01	TCGA-KC-A4BV-01	TCGA-KC-A7F3-01	TCGA-KC-A7F6-01	TCGA-KC-A7FA-01	TCGA-KC-A7FD-01	TCGA-KC-A7FE-01	TCGA-KK-A59X-01	TCGA-KK-A59Y-01	TCGA-KK-A59Z-01	TCGA-KK-A6DY-01	TCGA-KK-A6E0-01	TCGA-KK-A6E1-01	TCGA-KK-A6E2-01	TCGA-KK-A6E5-01	TCGA-KK-A6E6-01	TCGA-KK-A7AP-01	TCGA-KK-A7AU-01	TCGA-KK-A7AV-01	TCGA-KK-A7B1-01	TCGA-KK-A7B3-01	TCGA-KK-A7B4-01	TCGA-KK-A8I4-01	TCGA-KK-A8I5-01	TCGA-KK-A8I6-01	TCGA-KK-A8I8-01	TCGA-KK-A8I9-01	TCGA-KK-A8IA-01	TCGA-KK-A8IB-01	TCGA-KK-A8IC-01	TCGA-KK-A8ID-01	TCGA-KK-A8IF-01	TCGA-KK-A8IG-01	TCGA-KK-A8IH-01	TCGA-KK-A8II-01	TCGA-KK-A8IJ-01	TCGA-KK-A8IK-01	TCGA-KK-A8IL-01	TCGA-M7-A71Y-01	TCGA-M7-A720-01	TCGA-M7-A721-01	TCGA-M7-A725-01	TCGA-QU-A6IP-01	TCGA-SU-A7E7-01	TCGA-TK-A8OK-01	TCGA-V1-A8MF-01	TCGA-V1-A8MG-01	TCGA-V1-A8MJ-01	TCGA-V1-A8ML-01	TCGA-V1-A8MU-01	TCGA-V1-A8WL-01	TCGA-V1-A8WN-01	TCGA-V1-A8WS-01	TCGA-V1-A8WV-01	TCGA-V1-A8WW-01	TCGA-V1-A8X3-01	TCGA-VN-A88I-01	TCGA-VN-A88K-01	TCGA-VN-A88L-01	TCGA-VN-A88N-01	TCGA-VN-A88O-01	TCGA-VN-A88P-01	TCGA-VN-A88Q-01	TCGA-VN-A88R-01	TCGA-VP-A872-01	TCGA-VP-A875-01	TCGA-VP-A876-01	TCGA-VP-A878-01	TCGA-VP-A879-01	TCGA-VP-A87B-01	TCGA-VP-A87C-01	TCGA-VP-A87D-01	TCGA-VP-A87E-01	TCGA-VP-A87H-01	TCGA-VP-A87J-01	TCGA-VP-A87K-01	TCGA-WW-A8ZI-01	TCGA-XA-A8JR-01	TCGA-XJ-A83G-01	TCGA-XJ-A83H-01	TCGA-XJ-A9DI-01	TCGA-XJ-A9DK-01	TCGA-XQ-A8TA-01	TCGA-XQ-A8TB-01	TCGA-Y6-A8TL-01	TCGA-YJ-A8SW-01	TCGA-YL-A8HJ-01	TCGA-YL-A8HK-01	TCGA-YL-A8HL-01	TCGA-YL-A8HM-01	TCGA-YL-A8HO-01	TCGA-YL-A8S8-01	TCGA-YL-A8S9-01	TCGA-YL-A8SA-01	TCGA-YL-A8SB-01	TCGA-YL-A8SC-01	TCGA-YL-A8SF-01	TCGA-YL-A8SH-01	TCGA-YL-A8SJ-01	TCGA-YL-A8SK-01	TCGA-YL-A8SL-01	TCGA-YL-A8SO-01	TCGA-YL-A8SP-01	TCGA-YL-A8SQ-01	TCGA-YL-A8SR-01	TCGA-YL-A9WH-01	TCGA-YL-A9WI-01	TCGA-YL-A9WJ-01	TCGA-ZG-A8QW-01	TCGA-ZG-A8QX-01	TCGA-ZG-A8QY-01	TCGA-ZG-A8QZ-01
KIAA1524	-0.4347	-1.0352	0.2296	-0.5005	-0.7653	0.5029	-0.2088	0.4532	-0.2437	0.1871	0.617	-0.0666	-0.6175	0.1365	0.0873	1.1083	3.1299	1.5671	1.0769	1.3592	3.9002	0.7401	1.218	-0.4402	0.4794	0.3594	-1.5527	0.6518	2.4008	0.1917	0.2629	1.7969	-0.4344	-1.1509	0.1219	-0.5302	0.6194	-0.3846	0.9363	0.1454	0.275	0.1797	1.1318	-0.27	-0.1395	-0.7087	0.3934	-1.3424	2.6288	1.4111	0.4243	0.3869	-0.3477	0.3533	-0.9764	1.9905	0.2082	0.4979	0.126	0.9961	0.8826	-1.113	1.0408	1.2708	1.3674	1.0936	0.7407	0.4535	0.3254	0.0435	1.2244	-0.3182	-0.6303	0.0967	-0.6391	-0.5773	0.0542	-1.3798	-1.5385	0.4548	1.2497	-0.1388	0.7937	0.4052	0.1451	1.5658	0.8389	0.7402	0.4095	-0.6421	1.5695	1.1604	-0.0455	-0.3721	-0.4601	0.4335	-0.4397	0.4045	2.1153	0.9902	1.8002	-0.304	-0.803	1.1284	-0.9755	0.8376	0.9417	-3.0249	-0.6665	-1.474	-0.2219	-1.546	0.1381	-0.7017	0.389	-0.2801	0.2504	-0.8682	-0.0922	-0.7244	0.3456	1.6777	2.724	1.4962	-0.033	-0.5613	-0.3931	-1.1523	-0.8329	-0.1093	-1.764	-1.4079	-0.902	-0.7778	1.9464	-1.7322	-1.1569	-2.0615	-1.1907	-0.9793	-1.6304	-0.8961	-1.0682	-0.7945	-0.5151	0.1862	-0.5326	0.1153	-1.4253	1.1522	-0.0883	-0.5191	-1.0216	-0.4255	-0.4209	-0.8356	0.7388	-0.2746	0.6169	0.6165	0.1792	0.4148	-0.037	1.3275	-0.3598	0.4972	-0.0113	0.2519	0.5519	0.3592	-1.6717	0.5605	0.6419	-0.007	0.4611	0.0729	-1.1335	-0.6599	-0.9201	0.2134	-0.3699	-0.1131	-0.1647	0.4035	-0.2991	0.0158	-0.0739	-0.076	0.5357	-2.6594	0.5359	-0.2287	0.9488	0.6211	0.4185	0.9783	-0.3629	-0.2248	-0.3221	0.0467	0.3385	-1.0629	-0.9832	0.4556	-0.7733	-0.4035	1.1203	1.6075	-0.4882	0.8519	-0.5726	-0.5953	-1.4211	0.1953	-0.1589	0.3218	-0.2595	-2.6036	-0.0151	-0.7493	0.5847	-0.6221	0.1588	-0.593	-0.1921	-0.3769	0.5017	-0.7936	-1.5019	-1.1509	-1.7941	0.1477	-1.0103	1.4601	1.0588	-1.2091	-0.2832	-0.4753	-1.0485	-0.4752	-0.1009	0.7354	1.0098	-0.3659	-0.499	-0.2462	-1.4746	0.078	-0.0562	-0.5346	-0.8671	0.3437	0.1665	-0.7688	0.0926	0.1417	-0.2931	0.3559	0.6182	-0.2564	0.3257	-0.352	0.966	-1.8208	-0.2858	0.3581	-1.5672	-1.0986	0.4818	-1.616	-0.7548	-0.3094	0.6752	0.6901	1.3846	0.427	-1.055	-0.3796	-1.3801	-0.1699	-0.7299	-0.2393	-2.1646	-0.4865	-0.0412	-0.13	0.2226	-0.9332	-0.7621	-0.829	-0.3047	0.8996	0.0955	-1.2689	0.8552	0.1062	0.4399	-3.389	-0.0884	-2.2961	-0.9137	-0.6487	0.973	3.3378	1.5454	-0.7302	2.3175	0.231	0.5152	0.193	0.7497	-0.0492	1.2149	-0.673	-1.4896	0.7431	0.3604	0.865	-0.3525	2.6929	-0.5532	1.1178	-0.425	0.7744	-0.7634	-0.9677	2.1924	1.5341	0.1127	0.0971	-0.3113	0.5191	0.0809
TP53	-0.8516	0.2323	-0.1316	0.7151	0.0861	-0.6005	0.2231	0.5787	1.233	0.9416	1.2401	0.5134	1.1813	1.0344	0.5707	0.8841	-1.86	1.3467	0.6988	-2.3829	0.604	-0.1544	-0.1871	-0.0497	0.7167	-0.4477	0.3068	1.0883	1.293	0.5357	0.4773	-0.0258	-0.4517	-0.1065	-0.3309	0.4964	-0.0327	1.3741	0.3263	0.5426	0.4343	-1.1881	1.4776	-0.0973	0.3635	0.4751	0.6209	0.1706	0.1297	-0.4668	0.529	0.1438	0.6073	0.6455	0.5539	-0.0112	-0.65	-0.0953	0.2301	0.7588	-0.7915	-0.1429	-0.3511	-0.2625	-2.7823	-0.5401	-0.3285	1.0193	0.4788	-0.7158	0.9984	0.62	0.5609	0.1255	0.4728	1.2688	-0.1213	0.2059	-0.4543	0.3928	1.1271	0.436	0.4464	0.0615	-1.7629	-0.0697	0.3461	0.7392	0.3614	-0.1544	1.1214	0.5865	0.0868	0.0591	0.1416	0.1672	-0.1072	-1.1618	0.6951	0.3707	1.4891	-0.3682	0.1732	0.3452	0.2729	-0.2599	0.7972	-0.306	0.0473	0.3802	0.376	0.843	0.4809	-0.2914	-0.3579	-0.0879	1.1786	-0.0569	0.3131	0.1084	-0.2841	-0.0691	0.2536	-0.5154	0.0335	0.6417	-0.3182	0.66	0.4877	0.5358	0.3125	0.4591	1.0215	1.1203	0.6071	1.0763	0.9912	0.2338	-0.4238	-0.0976	1.3702	0.2085	0.2677	0.0362	0.6343	-0.5885	0.1282	-0.1072	-0.2503	-0.933	0.1851	-0.364	0.3586	0.8887	1.1196	-0.528	0.3264	0.4032	0.4032	0.4482	-0.0319	0.2699	-0.6032	0.2324	0.5744	0.0122	0.2659	0.7511	0.6208	0.1792	0.0145	-2.4335	1.2998	0.0893	0.2462	1.1796	0.1224	0.6123	0.7	-3.282	0.689	-0.7046	0.3676	1.003	-0.5895	-0.4222	-0.1705	0.6777	-0.7605	0.6204	-0.679	0.6049	0.1461	-0.2326	0.6341	-2.1245	1.6347	-4.3966	0.2512	0.1984	0.4986	0.6218	0.4137	0.0767	-0.3267	0.462	0.0372	-0.2047	1.1601	-0.6673	0.625	0.9427	0.4483	-0.7168	0.134	0.378	0.9664	-0.0491	-0.4453	0.4318	0.6541	-1.4032	0.1068	0.4565	-2.0511	-2.8777	1.5163	0.2057	-0.7347	-0.4177	-0.1264	-0.0892	-0.199	-5.0912	-0.7698	0.1594	0.5011	0.2102	-3.0417	0.2529	0.9169	1.3527	-2.2061	0.6037	0.6495	0.1757	0.4685	0.203	-5.1431	0.4345	-2.2671	-0.0461	0.3995	-0.3892	-0.9555	-0.8543	-0.6003	-0.6657	0.2343	0.1856	-0.4885	0.4423	-0.0973	0.6078	-0.1089	-1.2221	-1.0687	0.204	0.5655	-0.1333	-0.1644	0.1807	-0.3921	0.8765	-0.8167	0.1978	0.4261	-0.1241	1.2486	0.1908	0.1653	-0.2184	0.6947	0.0497	-0.483	-0.1591	0.3896	0.161	0.0738	0.0772	0.1434	-0.3109	-3.4076	-0.5061	1.0852	0.2718	-3.7446	0.0502	0.0908	0.2225	0.0685	-0.3915	0.077	0.4534	-0.1333	-0.435	-0.275	-0.1413	-0.2834	-0.4336	0.4	-0.1928	-0.523	0.1048	-1.2477	0.19	-4.2278	0.0119	0.4507	-1.9095	-0.1523	0.8227	-0.6529	-5.5327	0.3034	-0.632	0.6855	0.3997	0.2483	0.5191	-0.0902	-0.2226	0.4493
PTEN	-0.0611	0.2584	0.3277	0.2593	0.2912	0.563	-0.7647	0.5229	1.1159	-0.5832	-3.234	0.7475	-2.1807	0.5739	0.6616	0.482	0.8306	0.6492	0.3086	-0.8806	1.7364	1.1177	0.5943	0.812	0.6768	-1.1732	0.3497	0.6537	-1.1401	0.7168	0.8378	1.843	0.6131	0.1824	-0.4679	0.5646	-2.3933	0.5973	0.3653	0.8633	0.9237	1.2412	-0.3658	-0.7207	0.5311	0.3381	0.7614	0.972	0.6605	-1.1137	1.0094	0.726	-0.5415	0.463	1.0066	-0.8305	1.1807	0.2222	0.9936	0.1316	-0.2339	-1.3195	-0.314	-0.3797	1.2975	1.0329	0.8963	0.5595	0.5167	0.795	-0.2156	0.7559	0.3032	0.7156	-0.1297	-1.3138	-0.8188	0.4503	0.003	0.7474	-0.5548	0.7145	0.7683	0.9892	0.7639	0.2304	0.7178	0.5308	0.6996	0.7862	-0.8248	0.5507	0.3716	0.9026	0.5169	0.9069	0.2785	0.4209	-2.804	0.8559	0.3243	0.7799	0.4138	0.2606	0.4866	0.5647	0.3947	0.5185	-2.5871	0.3111	0.2456	0.1238	0.5416	0.2356	0.0388	0.2446	-1.8815	0.2906	0.5022	0.223	-0.0477	-0.3096	0.1333	0.7018	0.5552	0.8978	0.1489	0.4193	-1.4972	-0.4985	0.2831	0.1561	0.2149	-0.5775	-1.1623	0.4874	1.0152	0.6374	0.7695	0.8418	0.3488	-0.4148	1.0043	0.7039	0.3125	0.3964	0.2451	0.2927	0.7481	-1.2146	-0.8596	1.1226	0.6097	0.6009	-0.7798	1.1124	0.5244	-0.0833	-0.5702	-1.7212	-0.7322	0.222	-0.0327	-2.2825	-1.0244	-1.8612	-0.7478	0.7187	0.6537	0.2208	0.6917	-0.7605	-1.7133	0.4828	-0.5116	-0.1133	0.8136	0.348	0.2456	0.6246	0.5279	0.9681	0.6113	0.2139	-0.1096	-0.2057	0.465	0.0328	0.6358	0.2972	0.1799	-1.9223	0.6842	-3.1669	0.9039	0.6523	0.112	0.249	-0.0724	0.3257	0.7192	0.7942	0.5849	0.5543	0.5754	-0.1389	0.2393	0.3484	0.2567	-0.74	0.0026	0.2388	-0.0068	0.0172	0.4138	0.5183	-0.2583	0.3334	0.2036	0.4624	-0.4307	-0.0509	-0.49	0.4511	0.1003	-0.4774	0.0291	0.6391	0.5786	-3.2598	0.1037	-1.0811	-2.5125	-2.182	0.1922	0.4078	0.0601	0.2955	-4.7519	0.6575	-0.3573	-1.4284	-2.3632	0.1202	-0.0686	-0.9431	0.2242	0.2885	-2.4475	0.2136	-0.4026	0.0591	1.0619	0.2547	-2.6094	-3.6611	0.3192	-0.1792	0.3091	0.1514	-0.0305	-0.2952	0.1086	-0.1451	-0.8055	0.7115	0.2436	0.4528	-0.9087	0.1966	0.499	0.2726	0.5274	0.1267	0.9961	0.3105	0.2388	0.4416	0.2696	-0.0448	0.2327	0.0089	0.3212	-2.3542	-0.0519	-1.5458	-0.2266	0.0382	0.2143	0.1571	0.3685	0.5684	0.1267	0.331	0.7302	-2.3663	-0.3949	1.118	0.5021	-0.0564	-0.1333	-0.0407	-0.0878	-4.2936	-0.92	0.4884	0.4926	0.6194	-0.7173	-3.0855	-0.2541	0.9332	0.5865	0.2558	-3.2428	0.8811	-0.0752	-0.1609	0.2291	0.4664	0.4814	-3.7829	0.831	0.2741	0.85	0.4234	-2.7868	0.2829	0.2302	-1.0101	0.1032	0.6942	-0.5556
HOXB13	0.9652	0.8009	2.3128	0.0775	0.8982	1.564	1.6895	-1.2361	-0.9995	0.8893	0.8331	-2.3684	1.4919	-0.1243	-0.1853	0.1077	-1.4907	-0.4103	0.9328	0.0707	2.2837	-0.478	-1.0449	0.2682	0.4971	0.4896	-0.4747	-0.7375	-0.3133	-0.9764	-0.3748	-1.2363	-0.0439	0.5472	0.8676	0.1219	2.5368	1.1584	-1.7984	0.1212	-0.8704	-0.8827	0.3423	1.989	-1.1709	0.1998	0.1678	-0.0375	0.0761	0.1578	-0.7722	-0.2671	1.0081	1.5197	-0.2654	-0.5884	-0.4907	-0.7916	-1.5264	1.1974	1.7377	0.5403	0.0181	-0.6991	-1.1787	-1.1563	0.0428	0.4834	-0.3604	0.5677	-0.7321	0.6294	0.836	1.107	0.3856	0.0542	0.2752	0.4211	2.1617	0.9017	0.5881	-0.4945	-1.0626	-0.9413	-0.3834	-0.9879	-0.5635	-0.2778	-1.7571	-0.6791	0.3721	-1.6221	-0.7644	-1.7198	0.613	-0.8956	0.0455	-0.0574	-1.4234	-0.8112	1.3862	0.6533	-0.0408	-0.5885	-0.5255	0.7449	0.9857	0.0661	-1.6065	1.0782	-0.1015	1.0225	-0.298	0.5559	0.4218	0.334	1.1391	-0.5047	0.6783	-0.6865	-0.4617	-1.592	-1.721	1.7189	0.7242	-0.1521	0.2166	0.707	1.0493	-0.2009	0.3034	0.0481	0.094	-0.2469	-0.4289	-0.2534	-0.6888	1.8633	-0.3391	-1.0124	1.4278	-0.2847	-0.3089	-0.4797	0.3515	0.8349	-0.594	-0.237	0.807	0.7712	1.0515	-3.041	0.0916	0.2551	1.6496	-0.0169	-4.3973	0.6186	-0.9704	0.3993	-0.098	0.2532	0.3467	0.2156	0.1601	1.004	0.8382	-1.488	-0.0812	-0.8824	-0.4498	-0.6124	0.8242	1.6881	0.1312	1.2609	-0.5148	-0.1308	0.6206	0.679	0.7194	0.2517	0.6247	1.7963	-0.1051	-0.0185	0.3053	0.403	0.3297	-0.5004	-0.4203	0.6311	0.2539	2.1798	-0.5415	-0.0045	0.0015	0.8955	-0.1008	0.1115	-0.6677	-1.2801	-0.133	-0.793	-0.2425	-1.1866	-2.5945	-0.5029	0.3571	0.4657	0.1197	0.9114	0.95	1.5613	-0.5602	-1.6322	0.098	0.9189	1.3031	-1.5791	-0.6889	-0.7012	-0.6862	-0.987	-0.9406	0.0295	-0.1677	-0.5566	-0.3669	1.5568	-2.2898	-0.7723	1.0888	0.96	1.2375	1.8734	1.125	2.7487	1.6782	0.3614	-0.8399	1.9779	0.1337	-1.9121	0.2595	0.2994	0.7317	-0.1439	0.6176	-1.8658	-0.2597	0.0543	-1.4188	-0.7168	-0.281	-0.0157	0.3429	-0.7392	-1.672	0.2343	0.1586	-0.0409	-0.6148	0.7327	1.5274	-1.8351	-0.6187	0.2044	-0.1279	0.6507	-0.0523	0.151	0.0597	0.1675	-0.6431	1.3611	0.8359	-2.33	0.0348	-0.1711	0.8822	-0.1095	-0.0668	0.5223	0.0109	0.0237	-0.6744	-0.3706	0.4016	0.0919	0.5147	-0.5043	0.7103	-0.8274	0.0777	1.6484	1.0226	-2.682	0.1085	0.3681	-0.1481	-2.185	-1.6362	-0.5225	-0.0822	-0.0126	1.4916	-2.0555	-0.8358	1.527	-0.1848	-1.9626	-1.6266	-0.4945	0.7829	0.2985	1.8005	0.3028	0.5931	-0.0478	-1.7874	0.4454	-1.0172	0.2986	0.0242	-0.4303	0.9979	0.5361	-0.9005	-0.7201	0.0825	0.6466	-0.8641
BRCA1	-1.7987	-0.5943	-0.6303	-0.6071	-1.9383	0.4979	-0.4306	0.3312	0.6495	-1.786	-0.7339	0.6143	0.1385	0.4375	0.8852	0.93	2.8427	1.6496	0.9575	1.8568	2.9084	0.5581	-0.1855	0.5564	0.7971	-0.1898	-0.8414	0.1492	2.3112	0.11	-1.6845	2.948	-0.5771	0.8469	0.4405	0.1264	1.0265	0.5256	1.2942	0.2816	0.7297	-0.4615	1.058	0.5506	0.2549	0.3672	0.5239	0.3253	0.3966	0.9808	0.8913	0.4791	-0.3359	-1.6454	-0.6025	2.2976	-0.1106	0.5236	-0.8192	1.6068	0.8605	-0.0585	0.6284	0.0882	2.3578	1.1465	0.6613	0.5868	1.0728	-0.1645	0.6359	0.6808	0.3658	0.4567	-0.1906	-0.0604	0.1601	-0.2722	-0.8644	-0.0511	1.263	-0.2971	0.5597	0.2458	0.274	1.4715	1.3575	0.8388	0.8418	0.1007	1.5098	2.5043	1.1003	0.1142	-0.3649	0.8694	-0.4028	-0.9003	2.1581	0.7123	-0.3897	-1.2521	0.0909	0.5913	-0.3233	0.0997	-0.3579	-1.4636	-0.996	-0.7923	-0.2794	-1.6364	-0.6803	-0.3505	-0.9774	-0.4986	0.2857	-0.3471	-0.6848	-0.3298	-0.1056	1.0887	3.1946	-0.1577	-0.0409	-1.3066	-0.7882	-0.903	0.2202	-2.1617	-0.5042	-1.2274	-0.3219	-0.9386	0.0945	-1.2284	-0.3719	-0.9248	-0.2748	-0.1453	-1.0557	-1.6423	-1.0442	-0.4665	-0.5874	-1.1314	-1.2294	-0.4194	-1.8348	0.5191	-0.8219	-0.631	-0.4128	-0.0028	0.07	0.0008	0.7401	0.1233	-0.0682	0.5656	0.661	0.8236	1.8473	1.7812	1.2318	-1.6861	-1.6048	-0.0759	1.7741	-0.1894	-0.2712	0.9108	1.4633	-0.291	-0.6493	-0.2397	-0.1609	0.0024	-1.3801	0.1844	-1.0505	-2.6961	0.2005	0.3222	-0.3114	-0.1416	0.3085	-0.5617	-0.3545	-0.8033	0.5257	-0.2822	1.6122	0.2879	1.1599	-0.1023	0.6144	-2.7495	0.5794	-0.7938	-0.8156	-0.6866	-0.735	-0.319	-0.9966	-0.819	1.2424	1.2808	0.0838	-0.7904	-0.3101	-1.3329	-0.1178	-1.4804	-0.8789	-1.3303	0.0152	-2.0924	-0.7018	-0.5605	-0.6202	-0.345	-1.1084	0.2759	-0.0496	-0.8798	-0.3944	-0.3359	-0.001	-1.6507	-1.0928	0.1918	0.447	1.6077	0.4857	-0.7895	-0.7964	-2.9344	-0.1188	-0.6813	0.1118	-0.7615	1.2924	0.3646	-1.541	-0.1873	0.2941	-1.0974	0.8558	-0.4699	0.0938	0.8949	-0.7324	-0.8095	-0.0603	-0.0313	-0.3025	1.1914	-0.5101	-1.0831	-0.2735	0.3565	0.3769	-0.32	-0.1536	-0.298	-0.7865	-0.0803	-0.7663	-1.0551	-0.0393	-1.163	-0.0351	0.6022	1.701	-1.1692	-0.1278	-0.6599	0.7417	-0.6802	0.4062	-0.6918	-2.2403	-0.691	-0.8203	-0.3735	0.0119	1.047	-0.4701	-0.7006	-0.2737	-0.2837	0.1325	-0.6972	0.0398	-1.154	0.7044	-0.85	-1.0928	-0.4707	-0.584	-0.0767	0.2926	4.6752	-0.0785	-1.0785	1.1386	-0.2404	1.1531	0.6368	1.7649	0.4573	1.1522	0.8021	-0.7071	-0.0947	0.8813	1.4127	0.2792	1.0397	-0.3829	2.1429	0.4162	0.3487	-0.0876	-0.2014	1.4772	1.0289	0.149	0.2887	-0.932	0.6388	0.0563
