IDENTIFIER	GSM1095883	GSM1095886	GSM1095877	GSM1095878	GSM1095879	GSM1095880	GSM1095881	GSM1095882	GSM1095884	GSM1095885	GSM1095876
PWAR5	141.8	39	44.9	4.5	108	97.6	140.5	112.9	43.6	7.3	68.8
SUCLG2	1591.6	2870.9	2814.3	1634	1732	1298.6	890.9	1617.3	2373.3	2808.2	1847.1
IGK	83.2	224.9	169.5	98.7	276.1	232.3	898.1	173.2	354.9	48.2	69.4
ALB	47.4	44.1	46.1	44.2	1.4	74.6	50.7	53.8	20.8	3.5	61.1
SFT2D2	219.3	310.1	508.2	415.9	218.7	389.8	162.8	345.9	689.1	776.3	189.9
MIR124-1	117.3	26.8	32.4	72.3	18.5	16.5	121.4	152.6	74.6	35.3	50
TOM1L2	13.4	11.7	20.3	20	31.5	30.4	17.3	15.1	11.8	11.7	12.7
CNIH3	45.9	96	60.4	87.3	130.8	29.3	22.3	69.8	37.7	5.4	44.7
ALB	34.8	3.5	8.3	25.7	18.2	25.1	8.9	3.5	3.6	20.9	5.3
USP33	805	645.3	1783.2	1239.6	643.9	1725.9	1088.9	454.3	493.3	1107.3	1492
DOK5	99.7	116.7	119.1	46.2	77.9	96	237.1	69.4	46.4	18.6	82.8
CALU	215.9	135.7	157.6	171.8	241.7	190.1	8.4	215.6	353.7	246.6	215.2
ALPK3	32.3	150.4	15.2	5.7	19.6	77.9	8	10	23.5	42.9	17
GPSM3	23.2	63.1	15.3	80.4	23.4	82.4	119.4	41	73.2	53.4	84
YWHAZ	1074.3	562.4	317	1063.3	198.9	122.4	1058.7	282.5	469.1	886.4	340.6
KCTD20	64.8	116.1	140	152.9	71.4	205.9	307.7	19.6	121.8	85.2	103.6
SMA4	1863.9	457.3	246.9	2218.4	2555.3	722.9	978.8	2022	720.8	187.7	993
HNF4A	19.8	21	19.1	66	85.3	63.2	102.5	14.2	21.7	105.9	33.2
VPS13A	32.4	24.5	32.7	54.6	36.3	81.5	28.3	4.2	17.6	32.2	71.9
SHC1	3738.2	8076.4	3733.7	2334.1	9982.6	4606.4	3491.9	2891.7	4178.4	4253.2	3304.7
214854_at	4.2	4.4	3	4.2	5.1	14	9.4	4.4	3.8	3.7	5.4
RALGAPA1	862.5	679.6	774.7	974.2	993.4	1464.4	1286.5	1393.1	1001.6	634.3	809.8
SPTBN1	7.9	8.1	28	4.5	5.2	7.4	12.6	4.5	28.3	57.8	29.4
RPARP-AS1	758.8	1012.2	1552.1	765.3	402.7	950.2	836.7	1835.8	438	798.6	583.7
PP14571	77.5	60.1	48.6	46	146.2	94.2	7.2	52.6	140.8	34.7	164.4
FSTL4	12.6	10.1	70.4	15.5	74.4	27.9	9.9	24.8	92.5	13.2	8.3
SLC9A7	3.6	7.4	17.9	33.9	79.4	5.6	5.3	68	50	46.5	15.1
KDM4C	317.1	94.4	470.2	246.4	422.4	557.3	510.1	379.2	72.9	142.7	284.7
TET1	240.2	123.9	69.2	979	321.7	276.6	388.8	226.7	176.1	35.1	329.2
214863_at	44.5	41.9	34.1	15.8	9.3	54	21.8	7.4	7.6	4.4	39.4
GRHPR	4552.1	4557.8	4941.4	2493.3	2878.1	3517	2104.1	6143.6	5932.7	4918.8	3206.2
DOT1L	6.6	3.5	15	2.6	6.3	5.2	11.7	9.9	9.4	10.2	7
PLAUR	54.3	114.2	120	81	133.7	110.7	76.6	92.6	90	60.6	86.4
ZSWIM8-AS1	99.3	115.6	232.9	1145.9	263.9	1188.4	26.9	164.9	201.2	46.3	502.6
PIWIL1	29.2	52.5	45.8	72.8	3.5	9.1	52.6	6.4	46.1	45.9	34.6
GAPVD1	500.5	570.5	465.1	483.3	565.2	743.8	221.8	327.7	610.9	583.4	676.5
LOC102724993	5488.3	3341.3	6596.5	11188.8	11226.9	16529.3	10589.5	5566.2	3982	3811.9	8161.1
LOC100287590	44.2	113.9	85.2	108.1	94	111.2	347.2	78	110.9	76.3	167.9
RIF1	17.4	35.5	7.1	12.5	24.6	3.9	15.5	107.6	18.6	3.7	58.6
LRP5L	240	114.8	317.8	216.7	418.3	597.4	88	231.2	199.9	105.9	612.5
PKP4	109.7	174.1	92.7	479.7	602.2	370.2	112.2	133.4	119.7	283.9	277.7
APLP2	3239.2	1545	1957.2	1501.9	1393.6	996.5	1206.1	1223.2	6162.5	3803.4	1769.4
TUBGCP5	184.9	181.2	263.6	257	414.2	130	76.9	59.6	118.9	119.9	157.7
CDKAL1	24.4	15.5	18.1	114.5	11.7	75.9	278.5	44.6	24	18.1	70.2
LOC101929740	174.5	36.6	44.9	57.8	67.9	177.4	82.1	65.9	78.5	18	65.8
USF2	735.3	564.9	857.7	865.2	561.8	737.4	652.5	493.5	508.4	670.2	469.4
CALD1	201.8	138.6	111.1	149.3	120.9	93.6	263.8	133.4	264.4	259.3	212.3
UBTF	275.2	56.3	269.9	179.6	382.5	514.2	156.6	295	276.8	130.4	307.1
MIR636	2581.5	1824.3	2394.9	2330.2	3060.6	2319.2	1721.4	2591.8	2216.7	2555.2	2263.5
THRA	16.3	17.4	34.3	84.7	9.6	10.2	4.9	24.6	16.4	9.3	6.8
MCF2	7.4	52	14.4	39.3	41.1	49.1	38.8	23.3	7.5	7.8	31.3
KAT8	25.6	180.3	192.5	235.5	212.2	388.8	250.8	17.2	203.4	173.6	314.5
N4BP2L1	3.3	36.8	6.6	21.5	3.5	51.8	11.3	31.9	6.1	3.3	5.4
N4BP2L1	3.4	14.8	4.4	2.6	12.3	20.4	6.2	1	1.6	1.5	16.9
CAPN2	11	151.7	161.7	45.9	547.5	289.1	161.8	169.1	54.3	49.8	195.7
FAM149A	683.2	155.4	391.8	1891.9	246.4	101.1	240.2	92.6	221	251.2	284.9
FAM149A	615.6	156.3	668.9	1995.2	439.5	76.3	203.8	132	253.3	343.9	565.7
FBXO21	211.1	95.8	169.7	11.5	99.2	25.8	215.3	151.7	90.9	140.1	229.2
CACTIN	367.1	421.9	191.4	299.2	486.5	566	231.1	364	239.5	290.4	386.3
HCN2	11.7	170	154.3	52.8	158.6	60.3	56.6	65.9	77.6	69.5	46.8
MACF1	740.7	669.1	566.6	980.7	654.3	684.2	872.2	676	585.9	635.8	609.9
ADAM10	77.6	76.5	60.4	90.1	149.7	3.9	4.5	43	100.9	141.5	130.2
LINC01314	94.7	77.9	97.9	201	74.8	17.2	108	49.5	48	92	65.5
AB007975	198.9	59.5	68.9	85.2	356.9	233.8	212.4	48	48.3	10.4	124.5
MUC3B	481.1	274.4	99.9	18.2	288.6	32.8	30.3	449.8	79.4	9	505.7
ZNF780B	55.7	26.2	3.4	3.6	2.7	20.1	45.1	27.7	24.9	8.1	15.1
ZKSCAN1	907.8	116.7	244.4	194.9	1135.5	1147.8	797.7	428.2	252.2	257.8	847.6
ZNF8	141.2	430.4	364.2	942.1	723.1	350.8	408.6	373.2	259.2	478.3	271.8
LPP	1370.1	510.1	1838	1684	2154.2	2650.1	1500.9	1639.4	589.3	709.7	1744
SYT2	10.8	30.1	33.7	26	23	21.9	20.2	16.4	20.3	20.6	45.9
ZNF41	45.7	13.9	10.5	6.3	53.4	19.1	2.3	72.1	13.1	19.7	9.1
RASGRF1	6.5	7.8	55.4	62.2	4.2	49.3	76.1	17.4	49.5	2.9	7.3
N4BP2L1	68.5	45.6	65.8	5.4	138.3	112.3	113.4	100.3	20.7	114.5	134
CEACAM21	23.7	23.1	12.5	10.3	94	15.5	22.2	25.1	47.7	27.7	6.5
TRRAP	124.6	83.2	67.6	33.4	154	159.2	6.6	114.9	128.7	113.3	59.9
DDAH2	791.6	569.4	573.5	775.6	679.6	710.9	763.4	417.5	834.7	951.2	633.6
APOM	136.1	136	114.6	205	109.8	29.3	217.4	30.3	70.9	172.1	117.4
BRD2	7112.8	1075.3	6493.8	5738.8	7277.1	5362.6	5036.9	4390.7	2078.6	2877.7	5354.4
AK022067	118.1	56.3	68.1	93.7	113.6	233.6	209.4	100.7	12.7	15.2	173
ADAMTS3	368.6	103.1	2762.3	46.1	52.3	105.6	77.6	213.2	1255.9	186.4	194.1
FAM13C	3.1	31.1	2.4	23.8	28.9	3.4	3.9	1.1	7.1	6.5	17.3
ZNF362	9	7.5	81.7	19	155.5	83.5	324.5	9.3	45.9	47.6	119.8
IGHV3-23	15.8	18.3	83.6	56.8	132.7	25.2	184.3	94.5	16.5	16.8	100.3
PRKAA1	522.1	188.8	621.1	946.6	591.7	695.4	456.4	190.9	180.3	217.6	301.9
HNRNPM	10.3	41.8	199.8	147.9	420	261.7	322.4	257.3	108.3	60.1	258.7
ANKHD1-EIF4EBP3	1884.8	1008	4502.9	1388.5	1973.8	3378.1	774.2	1249	5398.7	1295	1522.2
THSD7A	192	390.1	11743.8	2928.5	5470.3	6143.9	956.4	13698.8	1877.3	737.3	143.9
KCNMA1	68.9	34.9	13.7	15.6	10.9	8.4	76.9	3.2	37	13.7	46.3
ZNF484	4.8	99.2	78.1	90	112.2	64.7	6.6	9.2	94.9	79.3	61.9
ATP6V1D	150.6	180.8	128.7	117.2	167.2	171.3	136	66.1	68.1	143.2	96.2
TRAK1	937.2	554.6	579.1	972.5	1400	679.6	333.1	972.9	1021.2	721.4	1545.1
SPTAN1	133.7	128.8	198.9	264.2	488.9	330.1	761.1	253.1	75.9	127.2	598.2
SPTAN1	12.5	7.2	42.4	4.5	21.4	70.9	71.4	8.4	16	13.9	3.4
ITGBL1	132.9	81.1	174.4	13.6	96	206.2	272.9	23.4	180.3	29.4	62.4
OBSL1	67.9	79.8	49.2	11.7	80.1	94	184.7	33.1	3.8	5.1	28.4
KIAA1109	146.7	28.4	107.9	146.9	5.9	94.4	64.2	39.7	41.5	46.8	101.6
SLITRK5	5.6	56.9	42.4	15.7	1634.4	531.4	134.5	79.3	54.4	5.4	105.4
SRPK2	168.4	223.9	172.8	303.1	139.6	241.4	102.5	182.7	148.8	265	144.8
KIDINS220	5.9	30	47.3	9.7	34.2	61.4	10.7	150.9	56	9.8	71.5
LOC100507353	78.9	107.2	139	65.9	179.6	87.4	805.7	61.5	22.3	82.9	59.8
ATP9B	2737	1231.2	929.9	1225.1	2025.6	2141.8	1852	1992.8	1140.8	705.8	1774.6
IL4I1	18.1	9.1	13.7	64.8	4.1	54.1	65.8	22.2	17	4.1	7.9
LRCH1	160.6	33.1	73.7	258.1	104.1	107.4	72.9	189.4	72.1	52	97.1
PCM1	1525.2	987.8	165	1229.7	2719.8	3530.5	1588.2	2670.9	991.3	1225	2070.6
HMGB1	15525.3	16119.1	29941.7	20486.3	31245.9	37799	14747.8	19532.9	17219.8	15723.6	25024.1
AFDN	5.9	10.9	16.1	12.4	21.9	19.7	63.5	26.5	10.2	10.6	91.7
SMG6	273.8	202.6	267.9	127.9	218.4	245.5	168	162.3	115.8	115.2	197.1
PRPF40A	804	609.2	476.2	394.5	675.4	695.2	326.4	623.3	599.7	833.5	719.8
RBM34	70.1	69.1	52.6	33.8	56.2	5.6	11.5	43.7	51.9	69.3	27.2
ARID4B	175	65.9	72.7	61.9	263.4	187.4	137.3	176.1	57.3	44.7	125.7
PHLPP2	11.1	9.2	86.4	85.5	138.8	91.5	135	99.8	96.9	72	67.6
LOC101930363	51.7	82.9	61	55.2	670.7	1186.8	102.1	37.7	204.2	50.6	463.9
LOC101930591	1897.2	2348.2	1492.6	2716.3	1214.5	825	2058.4	1075.6	1839.7	1493.1	2609.5
FAM105A	942.9	173.2	4.4	118.3	396.1	544.9	123.1	301.5	178.4	388.3	54.4
TMF1	1358.1	2319.6	1790.7	2571.3	2495.8	2777.9	4178	3590.3	973.4	1086.2	2379.2
AL050136	579.1	1229	458.3	1037.3	789.5	936.7	1633.9	1259.2	455.6	573.2	820.8
IL9R	128.3	54.8	134.6	170.1	163.6	336.2	87.3	258	93.5	52.5	86.5
SLC26A10	224.1	45.6	125.2	151.9	148.8	144.7	61.6	106.4	63.3	49.3	202.3
NCAM1	34.8	8.1	8.3	7.7	6.8	5.3	41.5	5.6	7.2	5.1	45.3
APP	7391.7	3519.3	1682	958.1	1820.3	496.4	13421.4	5306.2	6733.2	2423.6	2045.4
SUSD5	37.6	34.7	127.3	77.2	7.9	7.8	100.4	103.2	2.2	5.3	49.8
TMPRSS6	66.4	223.8	136.7	134.8	68.7	245.8	165.8	31.8	251.5	141.7	98.1
AAK1	3	67.6	143.5	4	38.2	105.6	49.3	5.7	6.2	22.3	102.1
ACTL8	9	19	13.1	18.3	29.4	16.1	12.7	8.1	11.4	19	11.5
TMC6	223.5	113.9	234.9	54.2	126.7	159.5	127	69.7	122.9	72	87.5
API5	28.1	213.8	97.3	90.2	255	174.7	119.6	147.5	169	341	133.4
API5	385.7	455.7	484.8	617.9	796.9	479.8	22.4	412.4	310.8	781.1	438.7
MTUS2	23.1	3.4	313.6	5.6	49.7	269.1	89.5	4.1	7.1	2.7	118.7
NUP160	89.8	16.8	16.5	4.6	79.2	31.9	17	37.5	52.9	80.7	66.1
NUP160	132.8	147.4	52.5	54.6	178.4	38.1	136	125.9	110.7	38.4	226.2
214964_at	10.4	5.4	132.2	133.7	175.7	147.1	11.6	7.7	7.2	11.1	104.6
SPATA2L	407.2	710.8	612.4	551.7	1011.4	1022.2	862.4	757.4	501.9	832.2	668.5
GRIK5	4.6	10.9	9.5	8	41.9	50	10.2	9.1	4.4	10.1	4.7
AU146983	57.4	17.3	38.9	35.8	80.3	5.1	3.9	36.3	8	27.8	111.8
DDX51	78.6	81.7	26	8.9	6.7	14.1	18.7	12.1	6.1	18.8	6.8
MAP3K9	87.6	154.8	102.1	74.3	144.1	147.2	81.9	113.2	41.4	84	137.8
ST6GAL1	62.8	13.2	17.2	28.1	16.9	15.6	118.9	53.5	62.7	27.8	74.3
ST6GAL1	5.9	135	6.9	8.6	4.9	8.3	119.9	8.5	34.8	9.5	18.2
MGEA5	186.7	96.1	122.6	200.7	145.3	168.1	73.9	150.5	100.4	89.6	184.9
IGHD	16	118.7	155.1	21.9	8.6	109.3	109.9	77.4	110.3	103.1	129.9
CXCL5	48.9	12.7	40.1	35	4	15.6	18	48.6	10.7	7.6	47
MTMR1	1.8	41	229	88.5	1.7	46.5	3.9	50.6	28	115.3	34.5
SNORD68	251.3	189.8	136.3	171.3	310.1	228.3	220.5	261.2	28	102	270.2
AK023852	10.2	7	13.9	14.6	32.3	7.8	7.7	4.4	32.3	51.6	8.8
PPFIA4	8.1	5.8	6.7	20.5	264.5	18.8	3.5	6	3.7	5	3.6
214979_at	32.9	44	58	38.1	51.4	47.8	49.6	16.3	13.3	26.2	62.4
UBE3A	165.4	86.9	227.1	516.8	352.1	365.4	129.5	253	6.1	62.9	267.3
POSTN	19.5	1.3	53.7	4.5	5.6	32.4	72.1	2.2	14	24.9	46.8
LOC101929240	56.5	43.5	62.1	19.1	63	35.4	45.6	2.5	30.8	20.3	59.7
TTTY15	715.8	1931.6	658.1	717.8	1490.6	838.8	346.5	2933.4	1216.9	734.4	346.8
LOC101060604	49.7	4.2	31	32.3	65	28.5	100.1	27.2	3.6	16.9	23.2
EXT1	2.9	50.5	13.5	74.9	43.1	83.8	225.9	60.8	37	20.1	63
PPIL2	465.6	229.7	525.2	532	726.4	750.2	276.4	410.4	393.9	328.5	602.3
GAB1	58.6	137.6	251.6	91.3	52.1	78.3	15.3	127.1	90.4	116.9	84.3
SON	10623.3	8882.3	9393.3	14606.7	13772.4	9513.3	7687.9	8904.9	5529	7431.1	9681.7
PLEKHA5	1370.8	705.6	957.5	1591.2	1885.2	2153.2	980.9	735.9	323.9	688.1	1133.3
PIGO	13.5	15.3	45.2	31.8	19.7	73	61.6	87.7	15.8	28.1	24.8
PIGO	89.9	66	85.3	74.3	96.7	91.2	29.6	60	97.8	76.4	108
DNASE2	161.7	37.6	72.2	154.3	91.3	34	19.7	49.9	153.3	88.5	156.3
ASPHD1	30.5	289.7	39.5	16.6	109.1	87.3	505.2	334.5	49.6	57.8	15.7
APOBEC3F	213	209.6	280.9	122	60.7	19.7	141.4	343.2	53.7	227.1	242.8
APOBEC3F	46.5	37.7	73.9	77.1	68.3	43.1	65	6.5	42.4	11.2	110.4
AL079294	55.6	21.1	66.7	129.9	173.3	231.8	89.3	70.2	44.9	9.7	118.6
SCAI	352	111.8	103.2	105.1	168.3	154.1	266.9	101.8	69.2	72	82.4
AAK1	224.3	113.5	320.8	92.5	104.1	29	2.6	103.5	45.4	70.6	68.2
RAB11FIP3	244.1	120.2	437.4	254.1	409.4	247.7	126.5	230.9	112.9	109	206.6
FEZ2	2524.1	4451.8	2180.9	1726.7	2516.3	1903.9	2701.9	2340.1	2921.4	2519.4	3825.1
GLUL	9533.5	6197.7	20272	6109.3	9773.1	18770.5	12436.3	12941.4	19588.4	6982.1	13034.9
NPIPA5	26	3.1	2.5	17	31	30	36.1	5.2	1.5	3.4	26.7
DGCR9	18.8	48.8	132.5	9.7	72.9	120	80.7	47.6	23.1	74.9	73.7
SUGP1	379	252.2	596.9	471.7	376.8	705.1	405.2	512.7	270.4	399.5	465.2
NECAB2	173.5	17.5	45.7	25.1	21.4	95.1	97.8	97.8	178.3	161.8	16.5
AK023816	88.5	112.6	117.8	252	447.6	667.4	228.5	297.2	177.2	235.9	129.9
TLL2	37.7	28.1	5.2	732	22.5	14.7	6.4	108.9	2.2	19.6	62.6
THAP9-AS1	1081.2	1680.1	2694.3	4913.6	3063.7	2129.3	6239.2	1919.7	815.7	1023.2	3684.5
BRSK2	9.8	44.9	7.3	41	32.3	4	42.6	8.5	43.5	29.7	29.1
SNHG3	856.1	745	591.9	885.6	529.4	1050.8	133.7	597.7	216.5	381.9	135.9
ZNF451	584.5	350.6	1140.3	1136.7	1580.3	1812.3	607.1	895	487.2	470.9	1740
USP34	273.2	22.2	116.3	156.5	257.7	127.3	179.5	106	59.1	72.2	337.8
KCND3	548.8	257.6	85.2	193.4	131.8	318	3.1	47.3	260.2	106	145
BICDL1	62.1	37.3	159.6	6.2	125.7	129	90.6	27.9	129.7	34.8	36
DST	564.7	1191.3	962.8	2923.2	487	664.9	3579.4	1403.4	490.1	700.2	1978.8
FNBP1L	6515.6	7046.5	3646.2	8970.5	2447.7	3358.9	5583.9	8568.9	6255.7	6832.6	4103.7
CEP295	4.7	5.2	3.3	6.6	5.9	27	33.8	45	4.5	27.3	5
ZNF528	371.1	609.9	359.3	748.8	403.7	397.9	540.2	502.1	396.5	532.4	306.5
NRXN3	5.6	27.9	20.2	12	10.4	7.5	26.5	15.1	9.5	9.2	6.4
NRXN3	3.9	19.4	21.4	40.3	31.4	107.9	12.1	17	61.3	17.7	70.8
ZNF33B	864.9	1037.4	750.3	435.9	282.7	549	1043.9	493	789.5	194.4	410.2
PEX1	140.8	335.6	218	143.9	349.8	252.9	27.5	128.7	382.6	246.1	341.7
CCZ1B	432.1	56.7	188.8	391.7	506.1	480.7	158.4	191.1	117.2	100.1	319.7
NTRK3	11.1	18.1	11.8	164.5	74.2	16.3	16.6	10	11.6	12.5	30.4
SCNN1A	34.6	67.7	51.3	10.1	40.2	94	44.6	127.7	42.5	29.7	9.4
RAPGEF3	39.7	25	23.8	15.9	10.3	87.2	24	70.5	71.5	60.4	21.7
SEMA6A	1.6	125.2	331.7	19.6	16.5	126.8	883.8	390.1	2	12.7	302.2
AL117451	90.2	36.1	117.7	32.9	118.9	123.2	8.4	111.6	62.5	4.7	110.3
GRSF1	1343	465.8	1277.7	675.5	708.1	510.5	1726.1	754.3	542.7	240.6	431.4
RNF126	511.3	479.6	520.1	451.6	627.2	576.5	449.6	536.5	523.3	535.5	506
RREB1	61	86.7	306.5	351.9	365.4	651.1	130.6	68	142.4	140.4	496.9
TM4SF1	21.8	8.3	31.2	33.4	72.9	12.8	4.5	49.5	33.6	3.2	108.5
TM4SF1	113.4	377.4	1399.9	112.3	223.3	758	829.5	175.6	3120	624.2	541.1
IGLV6-57	4.4	13.1	10.3	5.9	24.6	7	44	7.8	7.1	9.5	5.4
215036_at	45.7	34.3	17.5	71	38.4	53	34.4	18.5	108.5	13.7	10.7
BCL2L1	39.2	68.9	62.5	12.7	70.3	39.5	82.4	63.6	108.9	12.8	12.6
SETD2	348.6	469.3	513.8	717.5	762.9	456.2	313.1	372.1	270.1	524.4	609
LINC01140	210.8	69.6	212.5	8.2	123.7	70.5	462.2	51	129	60.5	45
RNASEH2B	215.6	305	285.8	153.5	390.8	470.2	103.8	210.7	160	316.7	406.9
DOCK9	6.7	25.6	42.2	62.7	68.6	109.9	10.4	30.1	22	78	9.7
BMP6	6	17.6	12.6	7.6	7.4	16	14.2	6.8	15.7	17	13.8
GUSBP3	889.6	75.1	154.4	399.4	304.8	41.1	77	448	209.8	156.9	246.6
STAM2	326.7	238.9	163	256.7	570.9	608.3	270.1	342.3	502.8	467.5	406.5
CELF3	17.5	33.8	53.7	129.5	12.5	22.8	35.8	63.7	12.7	50.9	25.5
KANSL1L	146.7	126	76.6	321.5	225.8	495.5	52.7	121.7	303.6	148.3	239.2
TRIM58	15.4	76.5	40.5	200.9	1.1	65.8	3.4	39	90.9	40.3	25.5
ZNF280B	64.5	6.8	121.9	31.9	170.7	104.7	248.2	136.9	88.7	142.1	115.6
CD163	498.7	245.9	195.2	206.8	62.2	200	576.3	62	272.8	13.1	85.3
MAPKAPK2	24.9	138.3	72.3	69.1	25.8	66.8	165.9	79.5	114.8	72.6	39.2
AIF1	593	259.7	29.5	53.7	47.2	115.4	1145	227.9	224	59.8	342.4
FRMPD4	4.8	20.5	5.3	251.5	7.8	5.8	65.3	10.4	26.6	5.4	103.7
SRCAP	3.9	3.7	78.9	36	22.6	12.9	76.8	82.3	58.1	7.4	98.5
RGL3	155.9	269.2	213.2	359.9	427.8	346.2	677.2	199	133.4	132.2	265.1
B3GNTL1	303.1	90.4	204.2	162.8	110.6	140.5	161.9	78.8	91.9	98.7	188.3
AI267546	61	46	23.9	15.7	118	158.9	85.5	37.4	37.8	47.5	85.7
LINC00894	291.5	193.3	294	671.3	581.4	471.9	305.2	169.6	101.7	167.8	419.1
DENND5B	231.8	42.1	45	211.2	6.9	64.4	81.4	105.5	7.3	40.2	54.9
AA053967	124	90.7	76.3	7.5	113.4	10.6	10.8	36.4	10.8	15.1	137.1
LOC101927610	14.2	9.7	16.7	18.7	32.2	73.3	7.4	34.6	4.7	4	11.4
METTL10	8.4	11.6	15.2	13.4	14.5	7.5	20.2	15.8	6.1	8.3	5.1
AL390143	7.9	9.7	87	56.5	148.1	109.8	122.2	29.1	9.8	48.7	142.3
LRRC40	645.3	232.9	193.4	569	677.4	217.2	550.3	556.1	345.8	323.1	266.9
SC5D	84.2	16.2	25.6	7.6	16.2	36.9	3	11.2	29	22.6	154
PHF8	51.8	63	81	60.9	73.5	34.6	14.4	47.3	91.3	67.7	38.4
PTPRF	105.7	26.5	532.5	226.2	846.8	982.9	212.1	169.7	203.8	124.7	293
PRDX2	863	428.4	2311.3	816.1	2156.7	2243.2	1482.9	703.3	474	315.8	1494.3
FBXL18	127.9	40.3	66.2	91.2	191.3	141.7	13.2	186.7	130.9	42.1	96.5
NMT2	204	92.6	193.9	431.3	296	502.6	348.9	139.7	140.5	37.1	344.3
RABGAP1	144.2	28.8	252.9	181.9	159.3	235.3	49.6	8	10.1	54.9	127.7
HIST1H2AC	13326.3	11121.1	12406.2	12014.4	4798.2	6690.6	22698.5	16802.4	5507.1	9243.1	9732.9
EDRF1	69.3	37.3	20.9	84.2	50.9	12.8	71.5	27.2	6.3	43.2	6.9
NR2F2	319	366.8	383.6	430.5	440.4	442.6	794.8	282	304.1	383.2	182.8
MYO1B	32.8	13.1	13.2	38.1	2.2	27.6	121	170.2	3.9	25.9	54.8
GRB2	609.6	729	889.3	1199.6	955.7	1233.8	1134.8	835.2	1188	1132.7	757.9
COL3A1	3466.7	10321.2	13777.2	4499.1	4329.4	6058.9	17775	3694.1	2133.6	2657.6	1034.6
COL3A1	77.2	33.3	56.9	2.9	23.8	7.9	122.4	55.9	44.1	18.6	54.8
LOC100129518	7.3	2.1	50.6	17.2	30.6	26.6	2.6	2.2	4.2	30.7	1282.6
AK026723	1.7	7.4	3.6	9.3	20.9	85	35.7	9	8	1.9	33.3
AGAP2	4.6	3.2	5.1	2.7	3.1	4.1	11.9	2.6	12.8	14.8	2.8
KIAA1024	79.5	333.3	143	6	109.9	284.5	157.3	120.7	172.1	35.6	79.4
ELOVL5	177.1	177	133.9	106.9	117.8	238.9	114.7	239.9	706.1	184.5	126.2
AL049263	254.6	119.3	347.2	594.3	424.6	168.3	192.6	138.4	21	149.5	457.1
LRRC42	378.3	472.2	621.4	744.7	505.6	352.9	789.1	425.5	674.3	432	561.7
DLEC1	26.8	161.3	154	124.4	117.2	35.3	133.8	24.1	76.5	65.1	71.2
IBTK	4.4	11.4	34.7	2.1	2.9	28	84.8	1.2	8.5	1.1	45.4
C15orf39	146.2	108.8	168.6	13.4	103.7	84.3	83	91.9	67	108.3	27.4
SDHC	4263.8	4457.9	6202.6	7628.8	6719.6	4499.3	2955	5058.4	4634.3	6016.9	3973
RBM10	4529.2	1211.3	2766.7	3411.1	2787.3	3865.1	1135.2	2045	1655.7	1240.9	2138.5
LOC440434	1045	961.5	1254.7	720.9	1717.2	1227.5	1318.2	815.1	544.8	1142.3	1791.2
GTF3A	9799.8	14340.4	11284.4	7500.2	6333	7734.8	10100.5	10437.8	13784.2	14726	5680.5
NFAT5	470.4	438.9	376.2	1420	2238.8	2303.5	342.8	1115.3	225	361.2	1541.4
NSDHL	508	454.7	972.1	281.5	606.7	1013.8	576.6	742.1	882.9	746.5	1460.9
SPICE1	11.1	2.9	23.5	53.7	6.6	78.5	2.4	3.9	7.9	50.8	54.3
ESD	602.1	310.7	219.1	1412.3	202.6	109.3	555.5	564.3	78.1	232.4	331.6
ESD	19337.7	13552.3	5071.2	29621.1	7344.8	5096.5	10702.8	14087.2	5459	13937.3	8274.6
CAPZB	83	5.7	23.8	42.7	11	9.5	12.5	31	11.4	39.5	9.8
RXRB	12	24.1	105.9	17.6	82	82.8	8.3	10.4	80.6	16.5	13.8
RXRB	21.4	3.5	11.9	5.3	6.6	5.2	17.6	11.4	8.6	3.2	3.6
ADTRP	36.1	110.2	77.8	130.2	104.5	179.4	75.1	69.6	85.8	75.6	38.2
CXCL5	17.9	17.3	9.9	2.7	24.9	26.8	78.6	25.8	1.6	28.1	5.5
DPY19L1P1	2.4	83.1	70.5	113.6	101.4	74.6	3.6	3.2	35.3	1.2	120.7
CYP2C18	44.4	27	49.8	7.7	21.9	5.5	37	27.9	48.2	4	3.8
NRIP2	15.6	116.2	39.5	91.3	86.7	85.9	193.1	117.8	50.7	129.6	89.7
N4BP2L2-IT2	20.2	46.9	20.9	15.3	33	119.2	112.5	19.1	17.4	35.8	113.5
TTC22	21.7	14.6	8.5	11.3	73.3	6.5	19.8	46.7	74.1	11.9	71.7
TTC22	28.6	4.4	4.3	32.3	3.5	4.1	5.8	4.6	18.7	2.9	4.1
TOX3	328.5	691.8	1673	1889.9	432.8	258.7	1031.8	1638.5	634.1	84.5	243.7
RC3H1	162.5	71.8	177	123.7	247.2	258.9	86	184.5	76.5	48.2	96.3
BMS1P21	11.3	8.7	30.2	8.2	36.8	101.9	32.3	7	3.2	14.5	10.5
TSC22D1	52462.9	16909.2	10018.1	22934	15911.1	32044.2	16725	22418	10124.4	45001.1	32040.4
MCF2L2	20.1	28.8	8.3	0.7	51.5	52.1	15.4	2.4	0.9	0.7	8
SENP3-EIF4A1	171	137.4	151.1	161.9	318.6	216.9	181.2	97.5	169.2	79.7	205.5
SENP3	94.9	102.3	200.3	183.8	390.2	261.6	170.3	136.9	128.1	52	195.4
NTRK3	131	22.5	15.9	93.6	87.4	26.8	114.6	102.1	51.5	12.1	55.6
DNM1	13.5	572.1	43.3	192.2	125.2	327	178.8	93.3	41.1	8	110
